scenario_name,scenario_type,split_id,model_name,display_name,model_type,n_total_scenario,n_train,n_val,n_test,n_features,validation_mcc,roc_auc,pr_auc,accuracy,precision,recall,specificity,f1,mcc,tn,fp,fn,tp,threshold
Random_Negatives_2,random_negative_subset,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.33003,0.68974,0.66925,0.58929,0.55656,0.87857,0.3,0.68144,0.21894,42,98,17,123,0.33451
Random_Negatives_2,random_negative_subset,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.34126,0.7002,0.67441,0.61071,0.57561,0.84286,0.37857,0.68406,0.25001,53,87,22,118,0.35535
Random_Negatives_2,random_negative_subset,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.29976,0.68128,0.68057,0.625,0.67677,0.47857,0.77143,0.56067,0.26146,108,32,73,67,0.61691
Random_Negatives_2,random_negative_subset,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20776,0.59612,0.59106,0.54643,0.53714,0.67143,0.42143,0.59683,0.0959,59,81,46,94,0.4562
Random_Negatives_2,random_negative_subset,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.2793,0.65903,0.66962,0.58929,0.58065,0.64286,0.53571,0.61017,0.17961,75,65,50,90,0.47036
Random_Negatives_2,random_negative_subset,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.26893,0.67964,0.69443,0.57857,0.56962,0.64286,0.51429,0.60403,0.15846,72,68,50,90,0.46575
Random_Negatives_2,random_negative_subset,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.28003,0.70648,0.73787,0.65714,0.67188,0.61429,0.7,0.64179,0.31545,98,42,54,86,0.52094
Random_Negatives_2,random_negative_subset,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23307,0.68536,0.69209,0.63571,0.62667,0.67143,0.6,0.64828,0.27212,84,56,46,94,0.50043
Random_Negatives_2,random_negative_subset,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.41597,0.66495,0.59926,0.61429,0.64035,0.52143,0.70714,0.5748,0.23262,99,41,67,73,0.55432
Random_Negatives_2,random_negative_subset,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42722,0.70288,0.65726,0.62857,0.66364,0.52143,0.73571,0.584,0.26326,103,37,67,73,0.56358
Random_Negatives_2,random_negative_subset,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38517,0.69628,0.67681,0.625,0.6378,0.57857,0.67143,0.60674,0.25108,94,46,59,81,0.52734
Random_Negatives_2,random_negative_subset,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.2311,0.60985,0.59635,0.6,0.62727,0.49286,0.70714,0.552,0.20476,99,41,71,69,0.52439
Random_Negatives_2,random_negative_subset,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.33944,0.70977,0.7019,0.65714,0.61957,0.81429,0.5,0.7037,0.33106,70,70,26,114,0.40594
Random_Negatives_2,random_negative_subset,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36076,0.71429,0.71038,0.65714,0.775,0.44286,0.87143,0.56364,0.34785,122,18,78,62,0.6266
Random_Negatives_2,random_negative_subset,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37966,0.6973,0.70374,0.61786,0.69412,0.42143,0.81429,0.52444,0.25632,114,26,81,59,0.61051
Random_Negatives_2,random_negative_subset,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20556,0.64413,0.6487,0.625,0.63359,0.59286,0.65714,0.61255,0.25052,92,48,57,83,0.50907
Random_Negatives_2,random_negative_subset,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30943,0.72232,0.70732,0.6,0.5625,0.9,0.3,0.69231,0.25,42,98,14,126,0.35783
Random_Negatives_2,random_negative_subset,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33423,0.7548,0.75863,0.71071,0.7479,0.63571,0.78571,0.68726,0.42625,110,30,51,89,0.54349
Random_Negatives_2,random_negative_subset,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.30929,0.76689,0.755,0.67857,0.82895,0.45,0.90714,0.58333,0.40156,127,13,77,63,0.62023
Random_Negatives_2,random_negative_subset,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22361,0.67617,0.64929,0.62143,0.63934,0.55714,0.68571,0.59542,0.24489,96,44,62,78,0.52296
Random_Negatives_2,random_negative_subset,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.34483,0.72237,0.70929,0.65714,0.72917,0.5,0.81429,0.59322,0.33106,114,26,70,70,0.57535
Random_Negatives_2,random_negative_subset,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.32271,0.75515,0.73736,0.63929,0.74074,0.42857,0.85,0.54299,0.30718,119,21,80,60,0.63047
Random_Negatives_2,random_negative_subset,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.36785,0.75286,0.72986,0.68929,0.67097,0.74286,0.63571,0.70508,0.38076,89,51,36,104,0.45845
Random_Negatives_2,random_negative_subset,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.15884,0.56827,0.56786,0.52857,0.52439,0.61429,0.44286,0.56579,0.058,62,78,54,86,0.44142
Random_Negatives_2,random_negative_subset,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.38095,0.67393,0.64351,0.59643,0.66265,0.39286,0.8,0.49327,0.21115,112,28,85,55,0.59128
Random_Negatives_2,random_negative_subset,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.34412,0.67347,0.65108,0.60714,0.72727,0.34286,0.87143,0.46602,0.25243,122,18,92,48,0.6211
Random_Negatives_2,random_negative_subset,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.36609,0.65622,0.64644,0.61786,0.62406,0.59286,0.64286,0.60806,0.23601,90,50,57,83,0.4707
Random_Negatives_2,random_negative_subset,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.17477,0.64806,0.66469,0.625,0.67327,0.48571,0.76429,0.56432,0.2603,107,33,72,68,0.55117
Random_Negatives_2,random_negative_subset,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.31281,0.67031,0.63014,0.64286,0.64286,0.64286,0.64286,0.64286,0.28571,90,50,50,90,0.50142
Random_Negatives_2,random_negative_subset,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.29732,0.69179,0.65929,0.65357,0.6319,0.73571,0.57143,0.67987,0.31137,80,60,37,103,0.48854
Random_Negatives_2,random_negative_subset,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.29665,0.73194,0.71858,0.67857,0.68939,0.65,0.70714,0.66912,0.35773,99,41,49,91,0.53479
Random_Negatives_2,random_negative_subset,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.30226,0.66367,0.64719,0.58929,0.64045,0.40714,0.77143,0.49782,0.19175,108,32,83,57,0.54247
Random_Negatives_2,random_negative_subset,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.28677,0.73515,0.7401,0.61071,0.57346,0.86429,0.35714,0.68946,0.25692,50,90,19,121,0.38343
Random_Negatives_2,random_negative_subset,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.34823,0.74602,0.7234,0.66429,0.64744,0.72143,0.60714,0.68243,0.33074,85,55,39,101,0.48864
Random_Negatives_2,random_negative_subset,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.32353,0.75367,0.74316,0.68929,0.73451,0.59286,0.78571,0.65613,0.38581,110,30,57,83,0.56713
Random_Negatives_2,random_negative_subset,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23856,0.59301,0.6285,0.58214,0.68254,0.30714,0.85714,0.42365,0.19671,120,20,97,43,0.58411
Random_Negatives_2,random_negative_subset,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.29325,0.69893,0.64552,0.61071,0.65979,0.45714,0.76429,0.54008,0.23268,107,33,76,64,0.62087
Random_Negatives_2,random_negative_subset,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.32521,0.70653,0.69637,0.625,0.68817,0.45714,0.79286,0.54936,0.2654,111,29,76,64,0.62495
Random_Negatives_2,random_negative_subset,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.32702,0.70587,0.68886,0.66071,0.71845,0.52857,0.79286,0.60905,0.33328,111,29,66,74,0.59687
Random_Negatives_2,random_negative_subset,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.28797,0.62786,0.64896,0.6,0.61667,0.52857,0.67143,0.56923,0.20207,94,46,66,74,0.51571
Random_Negatives_2,random_negative_subset,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.40452,0.6863,0.67716,0.59286,0.67568,0.35714,0.82857,0.46729,0.21058,116,24,90,50,0.62727
Random_Negatives_2,random_negative_subset,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.37268,0.69758,0.67375,0.56429,0.75,0.19286,0.93571,0.30682,0.19206,131,9,113,27,0.71019
Random_Negatives_2,random_negative_subset,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37717,0.69332,0.69407,0.62857,0.64062,0.58571,0.67143,0.61194,0.25809,94,46,58,82,0.52399
Random_Negatives_2,random_negative_subset,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.24375,0.61077,0.58975,0.55357,0.59494,0.33571,0.77143,0.42922,0.11904,108,32,93,47,0.56322
Random_Negatives_2,random_negative_subset,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.28795,0.71908,0.71036,0.63214,0.59391,0.83571,0.42857,0.69436,0.28935,60,80,23,117,0.39385
Random_Negatives_2,random_negative_subset,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36726,0.71474,0.7246,0.64643,0.64539,0.65,0.64286,0.64769,0.29286,90,50,49,91,0.51544
Random_Negatives_2,random_negative_subset,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38026,0.69676,0.68232,0.59286,0.67105,0.36429,0.82143,0.47222,0.20881,115,25,89,51,0.65008
Random_Negatives_2,random_negative_subset,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.19118,0.65327,0.66147,0.59643,0.57542,0.73571,0.45714,0.64577,0.20081,64,76,37,103,0.45747
Random_Negatives_2,random_negative_subset,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.4022,0.66158,0.65584,0.59643,0.5906,0.62857,0.56429,0.609,0.19326,79,61,52,88,0.47634
Random_Negatives_2,random_negative_subset,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.38205,0.68153,0.68541,0.58214,0.55251,0.86429,0.3,0.67409,0.19899,42,98,19,121,0.31674
Random_Negatives_2,random_negative_subset,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37069,0.71765,0.72093,0.66071,0.64516,0.71429,0.60714,0.67797,0.32329,85,55,40,100,0.44265
Random_Negatives_2,random_negative_subset,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.2352,0.6349,0.65623,0.61429,0.63793,0.52857,0.7,0.57812,0.23201,98,42,66,74,0.50124
Random_Negatives_2,random_negative_subset,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.33891,0.74648,0.7327,0.68929,0.66258,0.77143,0.60714,0.71287,0.38379,85,55,32,108,0.42965
Random_Negatives_2,random_negative_subset,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.30597,0.75612,0.73978,0.7,0.68421,0.74286,0.65714,0.71233,0.40148,92,48,36,104,0.45237
Random_Negatives_2,random_negative_subset,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33037,0.76934,0.76294,0.69643,0.69504,0.7,0.69286,0.69751,0.39287,97,43,42,98,0.48714
Random_Negatives_2,random_negative_subset,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.28287,0.60026,0.60865,0.575,0.6129,0.40714,0.74286,0.48927,0.15924,104,36,83,57,0.53628
Random_Negatives_2,random_negative_subset,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.36051,0.67018,0.64407,0.63571,0.66102,0.55714,0.71429,0.60465,0.27484,100,40,62,78,0.55301
Random_Negatives_2,random_negative_subset,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.37796,0.67607,0.66895,0.64286,0.64493,0.63571,0.65,0.64029,0.28574,91,49,51,89,0.5137
Random_Negatives_2,random_negative_subset,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38113,0.68633,0.64852,0.66071,0.65957,0.66429,0.65714,0.66192,0.32144,92,48,47,93,0.51025
Random_Negatives_3,random_negative_subset,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.21711,0.57286,0.62995,0.54286,0.5375,0.61429,0.47143,0.57333,0.0866,66,74,54,86,0.48873
Random_Negatives_3,random_negative_subset,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.39131,0.71087,0.68873,0.65714,0.70755,0.53571,0.77857,0.60976,0.32399,109,31,65,75,0.58576
Random_Negatives_3,random_negative_subset,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36601,0.69806,0.66919,0.62143,0.57391,0.94286,0.3,0.71351,0.31705,42,98,8,132,0.31308
Random_Negatives_3,random_negative_subset,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.41098,0.7389,0.71395,0.7,0.67284,0.77857,0.62143,0.72185,0.40503,87,53,31,109,0.48761
Random_Negatives_3,random_negative_subset,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.20195,0.62878,0.65421,0.61429,0.66667,0.45714,0.77143,0.54237,0.24077,108,32,76,64,0.52169
Random_Negatives_3,random_negative_subset,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30605,0.72995,0.70268,0.64286,0.59524,0.89286,0.39286,0.71429,0.32991,55,85,15,125,0.35429
Random_Negatives_3,random_negative_subset,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33305,0.74446,0.74596,0.61786,0.57399,0.91429,0.32143,0.70523,0.2927,45,95,12,128,0.31606
Random_Negatives_3,random_negative_subset,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.36564,0.73898,0.74565,0.66786,0.72816,0.53571,0.8,0.61728,0.34809,112,28,65,75,0.56438
Random_Negatives_3,random_negative_subset,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23936,0.62699,0.61656,0.57857,0.73913,0.24286,0.91429,0.36559,0.21205,128,12,106,34,0.61021
Random_Negatives_3,random_negative_subset,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.32907,0.68541,0.67259,0.64286,0.61494,0.76429,0.52143,0.68153,0.29453,73,67,33,107,0.42479
Random_Negatives_3,random_negative_subset,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.31353,0.69158,0.68978,0.64286,0.69608,0.50714,0.77857,0.58678,0.29686,109,31,69,71,0.61589
Random_Negatives_3,random_negative_subset,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.29724,0.70566,0.72111,0.63214,0.77612,0.37143,0.89286,0.50242,0.30972,125,15,88,52,0.6957
Random_Negatives_3,random_negative_subset,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.17119,0.65102,0.66121,0.61786,0.60377,0.68571,0.55,0.64214,0.23792,77,63,44,96,0.47514
Random_Negatives_3,random_negative_subset,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.35138,0.6886,0.69925,0.64286,0.63333,0.67857,0.60714,0.65517,0.28645,85,55,45,95,0.46279
Random_Negatives_3,random_negative_subset,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.36395,0.70026,0.70309,0.61429,0.76667,0.32857,0.9,0.46,0.27852,126,14,94,46,0.66449
Random_Negatives_3,random_negative_subset,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.32312,0.7026,0.70499,0.60357,0.80851,0.27143,0.93571,0.40642,0.27712,131,9,102,38,0.71009
Random_Negatives_3,random_negative_subset,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.23115,0.59842,0.60174,0.58214,0.61165,0.45,0.71429,0.51852,0.17034,100,40,77,63,0.53885
Random_Negatives_3,random_negative_subset,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.30173,0.67189,0.65256,0.60357,0.64646,0.45714,0.75,0.53556,0.21664,105,35,76,64,0.60349
Random_Negatives_3,random_negative_subset,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33823,0.67969,0.65824,0.61071,0.69136,0.4,0.82143,0.50679,0.24417,115,25,84,56,0.65105
Random_Negatives_3,random_negative_subset,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37146,0.64964,0.62304,0.58929,0.63441,0.42143,0.75714,0.50644,0.18957,106,34,81,59,0.62104
Random_Negatives_3,random_negative_subset,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29215,0.64066,0.64884,0.60714,0.75862,0.31429,0.9,0.44444,0.26438,126,14,96,44,0.5722
Random_Negatives_3,random_negative_subset,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.379,0.72571,0.7266,0.63571,0.59794,0.82857,0.44286,0.69461,0.29419,62,78,24,116,0.44066
Random_Negatives_3,random_negative_subset,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42864,0.73872,0.74133,0.7,0.69718,0.70714,0.69286,0.70213,0.40004,97,43,41,99,0.50641
Random_Negatives_3,random_negative_subset,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.42722,0.71689,0.71833,0.67143,0.70339,0.59286,0.75,0.64341,0.34717,105,35,57,83,0.54233
Random_Negatives_3,random_negative_subset,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22899,0.67383,0.6909,0.60357,0.58683,0.7,0.50714,0.63844,0.21111,71,69,42,98,0.48318
Random_Negatives_3,random_negative_subset,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.32638,0.69571,0.6731,0.63571,0.58636,0.92143,0.35,0.71667,0.33075,49,91,11,129,0.29411
Random_Negatives_3,random_negative_subset,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.3096,0.73161,0.7202,0.65,0.64789,0.65714,0.64286,0.65248,0.30003,90,50,48,92,0.4523
Random_Negatives_3,random_negative_subset,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.28733,0.7525,0.74388,0.62857,0.82143,0.32857,0.92857,0.46939,0.32143,130,10,94,46,0.68664
Random_Negatives_3,random_negative_subset,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.28288,0.60923,0.62394,0.58214,0.70909,0.27857,0.88571,0.4,0.20675,124,16,101,39,0.57687
Random_Negatives_3,random_negative_subset,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.3523,0.70495,0.67734,0.64286,0.62346,0.72143,0.56429,0.66887,0.28931,79,61,39,101,0.44151
Random_Negatives_3,random_negative_subset,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.39803,0.72872,0.71638,0.63929,0.61963,0.72143,0.55714,0.66667,0.28241,78,62,39,101,0.44042
Random_Negatives_3,random_negative_subset,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37268,0.71168,0.70393,0.61429,0.64286,0.51429,0.71429,0.57143,0.23328,100,40,68,72,0.53616
Random_Negatives_3,random_negative_subset,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.3417,0.59082,0.59383,0.55,0.57292,0.39286,0.70714,0.4661,0.10534,99,41,85,55,0.53343
Random_Negatives_3,random_negative_subset,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.38654,0.70209,0.71489,0.63571,0.63014,0.65714,0.61429,0.64336,0.27168,86,54,48,92,0.48913
Random_Negatives_3,random_negative_subset,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.42168,0.69145,0.70573,0.62857,0.60345,0.75,0.50714,0.66879,0.26508,71,69,35,105,0.42249
Random_Negatives_3,random_negative_subset,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.45552,0.67235,0.67935,0.63214,0.60947,0.73571,0.52857,0.66667,0.27014,74,66,37,103,0.43314
Random_Negatives_3,random_negative_subset,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.21741,0.59321,0.57815,0.58929,0.62136,0.45714,0.72143,0.52675,0.18515,101,39,76,64,0.5454
Random_Negatives_3,random_negative_subset,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37146,0.67867,0.66959,0.61429,0.65094,0.49286,0.73571,0.56098,0.23563,103,37,71,69,0.56664
Random_Negatives_3,random_negative_subset,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.40574,0.66806,0.69095,0.60357,0.62609,0.51429,0.69286,0.56471,0.21053,97,43,68,72,0.58735
