gene,source_file,source_file_name,model_guess,gene_col,score_col,rank_col,score_value,rank_value,context_rank,context_score,context_list_name,context_theme,context_group,context_model_name
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7645275406386697,25.0,25.0,0.7645275406386697,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7594340082755626,29.0,29.0,0.7594340082755626,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7419018457283405,36.0,36.0,0.7419018457283405,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7382476515948267,37.0,37.0,0.7382476515948267,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7289001790025025,39.0,39.0,0.7289001790025025,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.706994774909654,48.0,48.0,0.706994774909654,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.6943614231678334,53.0,53.0,0.6943614231678334,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.647390375820414,75.0,75.0,0.647390375820414,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.5224918550105622,120.0,120.0,0.5224918550105622,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_TP_genes.csv,Multimodal_handcrafted_TP_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.5,126.0,126.0,0.5,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8311564412765862,3.0,3.0,0.8311564412765862,Multimodal_handcrafted_top100,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8184619691616912,5.0,5.0,0.8184619691616912,Multimodal_handcrafted_top100,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8175041195739547,6.0,6.0,0.8175041195739547,Multimodal_handcrafted_top100,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8134238284345724,7.0,7.0,0.8134238284345724,Multimodal_handcrafted_top100,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8046324069688265,11.0,11.0,0.8046324069688265,Multimodal_handcrafted_top100,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7985175679877733,13.0,13.0,0.7985175679877733,Multimodal_handcrafted_top100,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7984341313288149,14.0,14.0,0.7984341313288149,Multimodal_handcrafted_top100,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7789488388876218,19.0,19.0,0.7789488388876218,Multimodal_handcrafted_top100,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7723746163335174,20.0,20.0,0.7723746163335174,Multimodal_handcrafted_top100,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7645275406386697,25.0,25.0,0.7645275406386697,Multimodal_handcrafted_top100,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7594340082755626,29.0,29.0,0.7594340082755626,Multimodal_handcrafted_top100,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7419018457283405,36.0,36.0,0.7419018457283405,Multimodal_handcrafted_top100,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7382476515948267,37.0,37.0,0.7382476515948267,Multimodal_handcrafted_top100,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7289001790025025,39.0,39.0,0.7289001790025025,Multimodal_handcrafted_top100,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.706994774909654,48.0,48.0,0.706994774909654,Multimodal_handcrafted_top100,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.6943614231678334,53.0,53.0,0.6943614231678334,Multimodal_handcrafted_top100,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top100_genes.csv,Multimodal_handcrafted_top100_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.647390375820414,75.0,75.0,0.647390375820414,Multimodal_handcrafted_top100,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8311564412765862,3.0,3.0,0.8311564412765862,Multimodal_handcrafted_top50,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8184619691616912,5.0,5.0,0.8184619691616912,Multimodal_handcrafted_top50,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8175041195739547,6.0,6.0,0.8175041195739547,Multimodal_handcrafted_top50,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8134238284345724,7.0,7.0,0.8134238284345724,Multimodal_handcrafted_top50,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.8046324069688265,11.0,11.0,0.8046324069688265,Multimodal_handcrafted_top50,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7985175679877733,13.0,13.0,0.7985175679877733,Multimodal_handcrafted_top50,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7984341313288149,14.0,14.0,0.7984341313288149,Multimodal_handcrafted_top50,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7789488388876218,19.0,19.0,0.7789488388876218,Multimodal_handcrafted_top50,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7723746163335174,20.0,20.0,0.7723746163335174,Multimodal_handcrafted_top50,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7645275406386697,25.0,25.0,0.7645275406386697,Multimodal_handcrafted_top50,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7594340082755626,29.0,29.0,0.7594340082755626,Multimodal_handcrafted_top50,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7419018457283405,36.0,36.0,0.7419018457283405,Multimodal_handcrafted_top50,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7382476515948267,37.0,37.0,0.7382476515948267,Multimodal_handcrafted_top50,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.7289001790025025,39.0,39.0,0.7289001790025025,Multimodal_handcrafted_top50,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Multimodal_handcrafted_top50_genes.csv,Multimodal_handcrafted_top50_genes.csv,Handcrafted_multimodal,gene_symbol,score,rank,0.706994774909654,48.0,48.0,0.706994774909654,Multimodal_handcrafted_top50,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_FN_genes.csv,Protein_only_ProtBERT_SW_FN_genes.csv,Protein_only,gene_symbol,score,rank,0.4690280530916357,148.0,148.0,0.4690280530916357,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_FN_genes.csv,Protein_only_ProtBERT_SW_FN_genes.csv,Protein_only,gene_symbol,score,rank,0.4945920321750458,142.0,142.0,0.4945920321750458,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.8146314466501844,3.0,3.0,0.8146314466501844,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.790309534530756,8.0,8.0,0.790309534530756,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.788765825077766,9.0,9.0,0.788765825077766,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.780523276958573,13.0,13.0,0.780523276958573,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7753502415268735,14.0,14.0,0.7753502415268735,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7621097110442118,19.0,19.0,0.7621097110442118,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7437261048534571,24.0,24.0,0.7437261048534571,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.728368722503192,32.0,32.0,0.728368722503192,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7256688020464807,33.0,33.0,0.7256688020464807,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7210828712733263,36.0,36.0,0.7210828712733263,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7148203152729276,41.0,41.0,0.7148203152729276,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.7015943811762564,48.0,48.0,0.7015943811762564,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.6980409968960747,51.0,51.0,0.6980409968960747,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.6704928840374214,72.0,72.0,0.6704928840374214,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.6669799997060443,74.0,74.0,0.6669799997060443,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.6488173104001954,78.0,78.0,0.6488173104001954,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only_ProtBERT_SW_TP_genes.csv,Protein_only,gene_symbol,score,rank,0.603571216250444,101.0,101.0,0.603571216250444,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.8146314466501844,3.0,3.0,0.8146314466501844,Protein_only_ProtBERT_SW_top100,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.790309534530756,8.0,8.0,0.790309534530756,Protein_only_ProtBERT_SW_top100,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.788765825077766,9.0,9.0,0.788765825077766,Protein_only_ProtBERT_SW_top100,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.780523276958573,13.0,13.0,0.780523276958573,Protein_only_ProtBERT_SW_top100,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.7753502415268735,14.0,14.0,0.7753502415268735,Protein_only_ProtBERT_SW_top100,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.7621097110442118,19.0,19.0,0.7621097110442118,Protein_only_ProtBERT_SW_top100,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.7437261048534571,24.0,24.0,0.7437261048534571,Protein_only_ProtBERT_SW_top100,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.728368722503192,32.0,32.0,0.728368722503192,Protein_only_ProtBERT_SW_top100,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase8_expanded_biological_validation/gene_lists/Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only_ProtBERT_SW_top100_genes.csv,Protein_only,gene_symbol,score,rank,0.7256688020464807,33.0,33.0,0.7256688020464807,Protein_only_ProtBERT_SW_top100,,,
